date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:05:08	427/427	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2024%20Aug%202018%2001:05:09%20GMT	http://www.fullstackit.com/js/scripts.min.js	C:/My%20Web%20Sites/solver/www.fullstackit.com/js/scripts.min.js	(from http://www.fullstackit.com/)
02:05:09	1028/1028	---M-Z	200	added ('OK')	application/javascript	etag:%22404-4edc0ccc7dc82-gzip%22	http://www.fullstackit.com/js/jquery.leanModal.min.js	C:/My%20Web%20Sites/solver/www.fullstackit.com/js/jquery.leanModal.min.js	(from http://www.fullstackit.com/)
02:05:10	4393/4393	---M--	200	added ('OK')	image/png	etag:%221129-4edc0cd199fc2%22	http://www.fullstackit.com/images/fb_2.png	C:/My%20Web%20Sites/solver/www.fullstackit.com/images/fb_2.png	(from http://www.fullstackit.com/)
02:05:10	6621/6621	---M--	200	added ('OK')	image/png	etag:%2219dd-4edc0cd2bb52d%22	http://www.fullstackit.com/images/twitter_2.png	C:/My%20Web%20Sites/solver/www.fullstackit.com/images/twitter_2.png	(from http://www.fullstackit.com/)
02:05:11	2061/2061	---M--	200	added ('OK')	image/png	etag:%2280d-4edc0cd1baf64%22	http://www.fullstackit.com/images/in_2.png	C:/My%20Web%20Sites/solver/www.fullstackit.com/images/in_2.png	(from http://www.fullstackit.com/)
02:05:11	965/965	---MC-	502	error ('Bad%20Gateway')	text/html	date:Fri,%2024%20Aug%202018%2001:05:02%20GMT	http://connect.facebook.net/en_US/all.js	C:/My%20Web%20Sites/solver/connect.facebook.net/en_US/all.2a.delayed	(from http://www.fullstackit.com/)
02:05:12	88951/88951	---M--	200	added ('OK')	application/pdf	etag:%2215b77-5701916f5cc49%22	http://www.fullstackit.com/Full-Stack-Solutions-timesheet-for-temporary-staff.pdf	C:/My%20Web%20Sites/solver/www.fullstackit.com/Full-Stack-Solutions-timesheet-for-temporary-staff.pdf	(from http://www.fullstackit.com/)
02:05:14	94840/94840	---MC-	200	added ('OK')	text/javascript	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	http://ajax.googleapis.com/ajax/libs/jquery/1.7.2/jquery.min.js	C:/My%20Web%20Sites/solver/ajax.googleapis.com/ajax/libs/jquery/1.7.2/jquery.min.js	(from http://www.fullstackit.com/)
02:05:50	896754/896754	---M--	200	added ('OK')	image/png	etag:%22daef2-4edc0ccf2312f%22	http://www.fullstackit.com/images/bk_1_blur.png	C:/My%20Web%20Sites/solver/www.fullstackit.com/images/bk_1_blur.png	(from http://www.fullstackit.com/css/style2.css)
02:05:50	0/-1	---M--	502	error ('')			http://connect.facebook.net/en_US/all.js	C:/My%20Web%20Sites/solver/connect.facebook.net/en_US/all.html	(from http://www.fullstackit.com/)
02:05:50	0/-1	---M--	502	error ('')			http://connect.facebook.net/en_US/all.js	C:/My%20Web%20Sites/solver/connect.facebook.net/en_US/all.html	(from http://www.fullstackit.com/)
